Supplier,internal_company_code,Risk Type,topline_risk_score,transparency_score,frdm_score,all_country_risk_score,all_industry_risk_score,purchase_risk,all_alerts_count,trade_partner_risk,Spend Amount,Spend Level,supplier_id,id,parent_id,created_at,created_at,Countries,Industries,Products,Product Regulations,Industry Regulations,Documents,Warnings
UNITED SURFACE PREPARATION,0,human_rights,0.55,0.28800000000000003,44,0.17059,1.0,0.19524333333333335,0,,680610.0,,150717,52,0,2021-04-27 15:19:20 UTC,2021-04-27 16:04:43 UTC,USA,Hardware Merchant Wholesalers| Hardware Stores,Hardware,,CBAM| Data Breach Vulnerability| EUBR,,
GRABWI-FIRST SUPPLY/WSPATTERSON,0,human_rights,0.55,0.14,24,0.17059,,,0,,1000139.0,,152046,52,0,2021-04-27 15:20:54 UTC,2021-04-27 16:07:03 UTC,USA,,,,,,
M.A.P. S.P.A.,0,human_rights,0.55,0.308,69,0.34914,0.6543,0.4717331075697213,0,,1026989.0,,150024,52,0,2021-04-27 15:18:33 UTC,2021-04-27 16:03:28 UTC,ITA,Fabricated Structural Metal Manufacturing,Plastics Or Resins Or Fibers Manufacturing Services,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"WASTE MANAGEMENT, INC.",0,human_rights,0.55,0.36800000000000005,67,0.17059,0.01,0.4717331075697213,0,0.20875000000000002,1219293.0,,150170,52,0,2021-04-27 15:18:42 UTC,2021-04-27 16:03:44 UTC,USA,Hazardous Waste Treatment and Disposal| Materials Recovery Facilities| Offices of Lawyers| Other Nonhazardous Waste Treatment and Disposal| Other Waste Collection| Solid Waste Collection,Refuse Collection And Disposal,,Data Breach High Incident| Data Breach Vulnerability,Code of Conduct,
"SKF MOTION TECHNOLOGIES,",0,human_rights,0.55,0.2,74,0.17059,0.62928,,0,,1390248.0,,149989,52,0,2021-04-27 15:18:31 UTC,2021-04-27 16:03:25 UTC,USA,Fluid Power Cylinder and Actuator Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
EQI Ltd,0,human_rights,0.55,0.248,34,0.17059,0.6938,,0,,1747480.0,,149928,52,0,2021-04-27 15:18:27 UTC,2021-04-27 16:03:18 UTC,USA,Nonferrous Metal Die-Casting Foundries,,,Conflict Mineral| CSDDD| Energy Star,,
GKN PLC,0,human_rights,0.55,0.21600000000000003,34,0.17059,0.6543,,0,,2286315.0,,151151,52,0,2021-04-27 15:19:50 UTC,2021-04-27 16:05:29 UTC,USA,Fabricated Structural Metal Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
AAR CORP.,0,human_rights,0.55,0.44,65,0.17059,0.47785,0.17058999999999996,0,0.48,2667868.0,,151133,52,0,2021-04-27 15:19:48 UTC,2021-04-27 16:05:27 UTC,USA,Welding and Soldering Equipment Manufacturing| Wood Container and Pallet Manufacturing,Containers and storage,Deforestation,Deforestation| UK MSA| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,Code of Conduct| Modern Slavery Statement,
BYSTRONIC INC,0,human_rights,0.55,0.28,48,0.17059,0.72242,0.17058999999999996,0,0.06690909090909092,2857832.0,,150753,52,0,2021-04-27 15:19:22 UTC,2021-04-27 16:04:47 UTC,USA,Other Professional Equipment and Supplies Merchant Wholesalers,Developmental and professional teaching aids and materials and accessories and supplies,Deforestation,CBAM| Data Breach Vulnerability| EUBR,,
KILENKRYSSET BYGG AB,0,human_rights,0.55,0.08,24,0.09871,,,0,,4490595.0,,149822,52,0,2021-04-27 15:18:21 UTC,2021-04-27 16:03:07 UTC,SWE,,,,,,
JBM SHERMAN CARMEL,0,human_rights,0.55,0.32,84,0.47488,0.6543,0.317426062223349,0,,7114222.0,,151044,52,0,2021-04-27 15:19:42 UTC,2021-04-27 16:05:18 UTC,THA| USA,Fabricated Structural Metal Manufacturing,Structural building products,Deforestation,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
OLYMPIC STEEL INC._OSH,0,human_rights,0.55,0.36,64,0.47488,0.94533,0.22546053111167452,0,,35284864.0,,149765,52,0,2021-04-27 15:18:17 UTC,2021-04-27 16:03:01 UTC,THA| USA,Fabricated Pipe and Pipe Fitting Manufacturing| Fabricated Structural Metal Manufacturing| Machine Shops| Metal Service Centers and Other Metal Merchant Wholesalers| Other Automotive Mechanical and Electrical Repair and Maintenance,Minerals and ores and metals| Structural building products,Deforestation,CBAM| CSDDD| Data Breach High Incident| Data Breach Vulnerability| EUBR| Water Pollution Direct| Water Pollution Supply Chain,Code of Conduct,
HINOWA S.P.A._OSH,0,human_rights,0.55,0.38800000000000007,64,0.34914,0.82093,0.47173310756972137,0,,36302231.0,,149758,52,0,2021-04-27 15:18:17 UTC,2021-04-27 16:03:00 UTC,ITA,Farm Machinery and Equipment Manufacturing| Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,Agricultural machinery or equipment manufacturing services,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,Code of Conduct,
"National Fleet Graphics, LLC",123744844,human_rights,0.55,0.188,14,0.17059,0.624,,0,,,,633535,52,0,2023-07-13 09:47:24 UTC,2023-07-13 09:47:24 UTC,USA,Sign Manufacturing,,,UK MSA,,
"Firematic Supply Co., Inc.",13410501,human_rights,0.55,0.12,19,0.17059,0.54507,,0,,,,633569,52,0,2023-07-13 09:47:30 UTC,2023-07-13 09:47:30 UTC,USA,Service Establishment Equipment and Supplies Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR,,
IMT STANDEN'S LIMITED PARTNERSHIP,203040258,human_rights,0.55,0.168,14,0.0964,0.67397,,0,,,,109255,52,0,2021-03-29 21:12:31 UTC,2024-09-09 18:22:18 UTC,CAN,Spring Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
HYDRAULIC SYSTEM PRODUCTS LIMITED,213111131,human_rights,0.55,0.1,4,0.11939,,,0,,,,633749,52,0,2023-07-13 09:48:07 UTC,2023-07-13 09:48:07 UTC,GBR,,,,,,
AEROGLOW INT LIMITED,220537140,human_rights,0.55,0.18400000000000002,14,0.11939,0.645,,0,,,,633758,52,0,2023-07-13 09:48:09 UTC,2023-07-13 09:48:09 UTC,GBR,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing ",,,Canada MSA| CBAM| CSRD| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
"Guenther Supply, Inc.",23228000,human_rights,0.55,0.168,14,0.17059,0.6,,0,,,,633777,52,0,2023-07-13 09:48:12 UTC,2023-07-13 09:48:12 UTC,USA,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| PFAS,,
"Sherwin Industries, Inc.",23435837,human_rights,0.55,0.14800000000000002,14,0.17059,0.57844,,0,,,,665391,52,0,2024-09-09 18:26:40 UTC,2024-09-09 18:26:40 UTC,USA,Construction Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Vmac Global Technology Inc,248996886,human_rights,0.55,0.128,39,0.0964,0.60962,,0,,,,537899,52,0,2023-01-05 23:48:53 UTC,2023-01-05 23:48:53 UTC,CAN,Air and Gas Compressor Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
MANTRACOURT ELECTRONICS LTD LIMITED,290592096,human_rights,0.55,0.1,4,0.11939,,,0,,,,633834,52,0,2023-07-13 09:48:25 UTC,2023-07-13 09:48:25 UTC,GBR,,,,,,
CONTINENTAL AUTOMOTIVE CZECH REPUBLIC S.R.O.,360573521,human_rights,0.55,0.10800000000000001,4,0.12804,,,0,,,,633901,52,0,2023-07-13 09:48:39 UTC,2023-07-13 09:48:39 UTC,CZE,,,,,,
Eblo Handelsmaatschappij B.V.,410500987,human_rights,0.55,0.06,9,0.07425,,,0,,,,633949,52,0,2023-07-13 09:48:48 UTC,2023-07-13 09:48:48 UTC,NLD,,,,,,
Vetter Industrie GmbH,4612,human_rights,0.55,0.068,9,0.08715,,,0,,,,634117,52,0,2023-07-13 09:49:20 UTC,2023-07-13 09:49:20 UTC,DEU,,,,,,
CATERPILLAR HOSUR,5070479,human_rights,0.55,0.14800000000000002,14,0.17059,0.57844,,0,,,,634178,52,0,2023-07-13 09:49:32 UTC,2023-07-13 09:49:32 UTC,USA,Construction Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
SAMSUNG PRECISION COM,5321,human_rights,0.55,0.5,0,0.16534,,,75,,,,634309,52,0,2023-07-13 09:49:56 UTC,2023-07-13 09:49:56 UTC,KOR,,,,,,
E. D. Etnyre,5584,human_rights,0.55,0.16,14,0.17059,0.57844,,0,,,,634398,52,0,2023-07-13 09:50:13 UTC,2023-07-13 09:50:13 UTC,USA,Construction Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
ZapiUK,5982,human_rights,0.55,0.08800000000000001,4,0.11939,,,0,,,,665203,52,0,2024-09-09 18:23:09 UTC,2024-09-09 18:23:09 UTC,GBR,,,,,,
"Milcut, Inc.",6112924,human_rights,0.55,0.18400000000000002,14,0.17059,0.60367,,0,,,,634527,52,0,2023-07-13 09:50:38 UTC,2023-07-13 09:50:38 UTC,USA,Urethane and Other Foam Product (Except Polystyrene) Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Le Sueur, Incorporated",6249627,human_rights,0.55,0.09600000000000002,14,0.17059,0.50412,,0,,,,634587,52,0,2023-07-13 09:50:51 UTC,2023-07-13 09:50:51 UTC,USA,Aluminum Foundries (except Die-Casting),,,CSDDD| Energy Star,,
"Eck Industries, Inc.",6424386,human_rights,0.55,0.10400000000000001,14,0.17059,0.50412,,0,,,,634612,52,0,2023-07-13 09:50:55 UTC,2023-07-13 09:50:55 UTC,USA,Aluminum Foundries (except Die-Casting),,,CSDDD| Energy Star,,
FORT Robotics Inc.,7094,human_rights,0.55,0.10800000000000001,14,0.17059,0.5095,,0,,,,665314,52,0,2024-09-09 18:25:10 UTC,2024-09-09 18:25:10 UTC,USA,All Other Industrial Machinery Manufacturing ,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Tianjin Fangda Rich Decoration Engineering Co., Lt",714208312,human_rights,0.55,0.09600000000000002,14,0.65231,0.01921,,0,,,,634688,52,0,2023-07-13 09:51:11 UTC,2023-07-13 09:51:11 UTC,CHN,Engineering Services,,,Data Breach High Incident| Water Pollution Supply Chain,,
"Badger Truck Refrigeration, Inc.",80243652,human_rights,0.55,0.188,19,0.17059,0.6,,0,,,,634835,52,0,2023-07-13 09:51:39 UTC,2023-07-13 09:51:40 UTC,USA,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR,,
"Innovative Machining, LLC",834682304,human_rights,0.55,0.16400000000000003,17,0.17059,0.01,,0,0.26799999999999996,,,634963,52,0,2023-07-13 09:52:03 UTC,2023-07-13 09:52:03 UTC,USA,Machine Shops,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
Snap-On Industrial,90906967,human_rights,0.55,0.172,19,0.17059,0.57883,,0,,,,635047,52,0,2023-07-13 09:52:19 UTC,2023-07-13 09:52:19 UTC,USA,Saw Blade and Handtool Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
Vector North America,,human_rights,0.55,0.20400000000000001,34,0.17059,0.70412,,0,,,,22362,52,0,2020-02-29 18:06:14 UTC,2022-08-03 21:31:43 UTC,USA,"Agriculture, Forestry, Fishing and Hunting",,,CSDDD| Deforestation,Code of Conduct,
East Iowa Machine Co,,human_rights,0.55,0.17600000000000002,34,0.17059,0.5921,,0,,,,522745,52,0,2022-06-08 18:31:08 UTC,2022-06-08 18:31:08 UTC,USA,Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Beacon Technologies Inc,,human_rights,0.55,0.15600000000000003,34,0.17059,0.57844,,0,,,,523749,52,0,2022-08-11 22:50:01 UTC,2022-08-11 22:50:01 UTC,USA,Construction Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Programmed Skilled Workforce - Australia,,human_rights,0.55,0.064,4,0.09444,,,0,,,,523765,52,0,2022-08-12 02:52:59 UTC,2022-08-12 02:52:59 UTC,AUS,,,,,,
Perth Recruitment,,human_rights,0.55,0.064,4,0.09444,,,0,,,,523767,52,0,2022-08-12 02:53:00 UTC,2022-08-12 02:53:00 UTC,AUS,,,,,,
Genesis Technical Recruitment,,human_rights,0.55,0.1,4,0.11939,,,0,,,,523774,52,0,2022-08-12 02:53:02 UTC,2022-08-12 02:53:02 UTC,GBR,,,,,,
Bartelt Insulation Supply Inc,,human_rights,0.55,0.15600000000000003,59,0.17059,0.57844,,0,,,,523788,52,0,2022-08-22 23:03:07 UTC,2022-08-22 23:03:07 UTC,USA,Construction Machinery Manufacturing| Other Building Equipment Contractors,,,CSRD| Dutch CLDD| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Conger Industries,,human_rights,0.55,0.09600000000000002,34,0.17059,0.5095,,0,,,,537787,52,0,2023-01-04 19:55:53 UTC,2023-01-04 19:55:53 UTC,USA,All Other Industrial Machinery Manufacturing ,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Roddy Vending Co,,human_rights,0.55,0.17600000000000002,34,0.17059,0.60211,,0,,,,537851,52,0,2023-01-05 17:24:28 UTC,2023-01-05 17:24:28 UTC,USA,Automatic Vending Machine Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Pretreatment Equipment Mfg Inc,,human_rights,0.55,0.124,14,0.17059,0.54507,,0,,,,633614,52,0,2023-07-13 09:47:39 UTC,2023-07-13 09:47:39 UTC,USA,Service Establishment Equipment and Supplies Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR,,
Bergstrom Ford,,human_rights,0.55,0.5,0,0.16807,,,25,,,,634025,52,0,2023-07-13 09:49:03 UTC,2023-07-13 09:49:03 UTC,USA,,,,,,
Manitowoc Cranes ,,human_rights,0.55,0.15600000000000003,14,0.17059,0.57844,,0,,,,634489,52,0,2023-07-13 09:50:31 UTC,2023-07-13 09:50:31 UTC,USA,Construction Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
OC TANNER CO,0,human_rights,0.54,0.28400000000000003,44,0.17059,1.0,0.17058999999999996,0,,104214.0,,151916,52,0,2021-04-27 15:20:43 UTC,2021-04-27 16:06:50 UTC,USA,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",Timepieces and Jewelry and Gemstone Products,Conflict Mineral,CBAM| Conflict Mineral| Data Breach Vulnerability| EUBR,,
INGERSOLL-RAND PUBLIC LIMITED COMPANY,0,human_rights,0.54,0.20800000000000002,34,0.17059,0.60962,,0,,111104.0,,150938,52,0,2021-04-27 15:19:34 UTC,2021-04-27 16:05:07 UTC,USA,Air and Gas Compressor Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
HYDRAULIC TECHNOLOGIES L A LIGON COMPANY,0,human_rights,0.54,0.23200000000000004,34,0.17059,0.62928,,0,,126617.0,,150914,52,0,2021-04-27 15:19:33 UTC,2021-04-27 16:05:04 UTC,USA,Fluid Power Cylinder and Actuator Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
SAM CARBIS SOLUTIONS GP(ALUMINUM LADDER),0,human_rights,0.54,0.248,34,0.17059,0.6543,,0,,129289.0,,152510,52,0,2021-04-27 15:21:34 UTC,2021-04-27 16:07:51 UTC,USA,Fabricated Structural Metal Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
AERIAL PLATFORMS LIMITED,0,human_rights,0.54,0.29600000000000004,69,0.65231,0.57844,0.1212725,0,,131811.0,,150508,52,0,2021-04-27 15:19:06 UTC,2021-04-27 16:04:21 UTC,BRA| CHE| CHN| DEU| GBR| HKG| HUN| IND| ITA| MEX| MYS| NLD| NOR| SWE| TWN,Construction Machinery Manufacturing| Engineering Services,Industrial process machinery and equipment and supplies,,Data Breach High Incident| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"IMAGE 360, INC.",0,human_rights,0.54,0.21600000000000003,34,0.17059,0.624,,0,,152114.0,,151777,52,0,2021-04-27 15:20:34 UTC,2021-04-27 16:06:35 UTC,USA,Sign Manufacturing,,,UK MSA,,
"TTI, INC._OSH",0,human_rights,0.54,0.268,44,0.17059,1.0,0.13091333333333335,3,,154291.0,,151774,52,0,2021-04-27 15:20:33 UTC,2021-04-27 16:06:35 UTC,USA,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing| Custom Computer Programming Services| Other Electronic Parts and Equipment Merchant Wholesalers",Electronic Components and Supplies,Conflict Mineral,Australia MSA| Canada MSA| CBAM| Conflict Mineral| CSRD| Data Breach High Incident| Data Breach Vulnerability| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| WEEE,,
PLASTISERVICE DHONT,0,human_rights,0.54,0.344,44,0.28138,1.0,0.0999434549935851,0,,155838.0,,150445,52,0,2021-04-27 15:19:02 UTC,2021-04-27 16:04:15 UTC,BEL| COL,Other Commercial Equipment Merchant Wholesalers,Wholesale Distribution Services,,CBAM| Data Breach Vulnerability| EUBR,,
SPRAY CONTROL SYSTEMS INC.,0,human_rights,0.54,0.336,44,0.17059,0.8,0.4717331075697213,0,,156480.0,,150869,52,0,2021-04-27 15:19:30 UTC,2021-04-27 16:04:59 UTC,USA,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,Plastics Or Resins Or Fibers Manufacturing Services,,Data Breach Vulnerability| PFAS,,
TTX HOLDINGS INC,0,human_rights,0.54,0.32800000000000007,44,0.17059,0.784,0.4805495526013794,0,,158138.0,,151767,52,0,2021-04-27 15:20:33 UTC,2021-04-27 16:06:34 UTC,USA,Conveyor and Conveying Equipment Manufacturing| Hardware Stores,Conveyors and accessories,Conflict Mineral,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"SESCO - DIV. OF SOUDERS INDUSTRIES, INC.",0,human_rights,0.54,0.276,44,0.17059,1.0,0.13091333333333335,3,,163524.0,,150424,52,0,2021-04-27 15:19:01 UTC,2021-04-27 16:04:12 UTC,USA,Other Electronic Component Manufacturing,Electronic Components and Supplies,Conflict Mineral,Australia MSA| Canada MSA| CBAM| CSRD| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| WEEE,,
ALLIED MACHINERY SALES,0,human_rights,0.54,0.2,34,0.17059,0.5921,,0,,193000.0,,150355,52,0,2021-04-27 15:18:54 UTC,2021-04-27 16:04:03 UTC,USA,Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
ECO VEHICLE SYSTEMS LLC,0,human_rights,0.54,0.20800000000000002,34,0.17059,0.60962,,0,,197847.0,,150837,52,0,2021-04-27 15:19:28 UTC,2021-04-27 16:04:56 UTC,USA,Air and Gas Compressor Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
ERVIN INDUSTRIES CORPORATE ,0,human_rights,0.54,0.228,54,0.17059,0.61504,,0,,223503.0,,150822,52,0,2021-04-27 15:19:27 UTC,2021-04-27 16:04:54 UTC,USA,Explosives Manufacturing,,,Energy Star| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
FOX VALLEY OVERHEAD DOOR CO,0,human_rights,0.54,0.276,64,0.17059,1.0,0.133495,0,,230250.0,,152339,52,0,2021-04-27 15:21:19 UTC,2021-04-27 16:07:34 UTC,USA,Home Centers,Domestic Appliances and Supplies and Consumer Electronic Products,Conflict Mineral,Deforestation,,
TRAMMELL CROW COMPANY LLC,0,human_rights,0.54,0.16,24,0.17059,,,0,,230274.0,,151652,52,0,2021-04-27 15:20:25 UTC,2021-04-27 16:06:22 UTC,USA,,,,,,
MATHIS CO G E,0,human_rights,0.54,0.332,44,0.17059,0.7955,0.5095296578472719,0,,242627.0,,152328,52,0,2021-04-27 15:21:18 UTC,2021-04-27 16:07:32 UTC,USA,Plate Work Manufacturing| Sheet Metal Work Manufacturing,Plate,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
INCUBATHOR,0,human_rights,0.54,0.10400000000000001,24,0.1076,,,0,,251211.0,,150276,52,0,2021-04-27 15:18:49 UTC,2021-04-27 16:03:55 UTC,BEL,,,,,,
SCHOFIELD ENTERPRISES INC,0,human_rights,0.54,0.276,44,0.17059,1.0,0.13091333333333335,3,,254989.0,,150803,52,0,2021-04-27 15:19:26 UTC,2021-04-27 16:04:52 UTC,USA,Other Electronic Component Manufacturing,Electronic Components and Supplies,Conflict Mineral,Australia MSA| Canada MSA| CBAM| CSRD| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| WEEE,,
EH BAARE,0,human_rights,0.54,0.316,64,0.17059,0.68819,0.6206243765124738,0,,258581.0,,150518,52,0,2021-04-27 15:19:07 UTC,2021-04-27 16:04:22 UTC,USA,All Other Petroleum and Coal Products Manufacturing| Sheet Metal Work Manufacturing| Steel Wire Drawing,Petroleum and distillates,,CSDDD| Energy Star| Water Pollution Direct| Water Pollution Supply Chain,,
GRIMCO_OSH,0,human_rights,0.54,0.21200000000000002,34,0.17059,0.624,,0,,315121.0,,152260,52,0,2021-04-27 15:21:13 UTC,2021-04-27 16:07:25 UTC,USA,Sign Manufacturing,,,UK MSA,,
WIND POINT PARTNERS,0,human_rights,0.54,0.268,44,0.17059,0.9,0.273275,3,,326526.0,,151557,52,0,2021-04-27 15:20:19 UTC,2021-04-27 16:06:12 UTC,USA,Motor Vehicle Body Manufacturing,Vehicle bodies and trailers,Conflict Mineral,CBAM| EUBR,,
CYCLE CHEM INC,0,human_rights,0.54,0.23600000000000002,37,0.17059,0.01,,0,0.17,333453.0,,150204,52,0,2021-04-27 15:18:45 UTC,2021-04-27 16:03:47 UTC,USA,Hazardous Waste Treatment and Disposal,,,Data Breach Vulnerability,,
HELGESEN SP. Z O.O.,0,human_rights,0.54,0.34800000000000003,64,0.47488,0.6543,0.317426062223349,0,,348866.0,,150193,52,0,2021-04-27 15:18:44 UTC,2021-04-27 16:03:46 UTC,POL| THA,Fabricated Structural Metal Manufacturing,Structural building products,Deforestation,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
BENTLEY,0,human_rights,0.54,0.264,46,0.17059,0.01,0.10046808510638298,0,0.27003610108303255,421275.0,,150438,52,0,2021-04-27 15:19:02 UTC,2021-04-27 16:04:14 UTC,USA,Paper (except Newsprint) Mills,Pulp and paper processing,,Canada MSA| CSRD| Deforestation| Dutch CLDD| Energy Star| EUFLR| LKSG| Water Pollution Direct,,
WILLIAMS FIRE & HAZARD CONTROL INC,0,human_rights,0.54,0.32,49,0.17059,0.50251,0.8506751939609987,3,,503512.0,,152277,52,0,2021-04-27 15:21:14 UTC,2021-04-27 16:07:27 UTC,USA,All Other Miscellaneous Textile Product Mills,Fibers and textiles and fabric industries,Deforestation,CSDDD| PFAS| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Direct| Water Quantity Supply Chain,,
KURDZIEL INDUSTRIAL COATING COMPPANY,0,human_rights,0.54,0.308,44,0.17059,0.65784,0.6391070085853783,0,,700498.0,,150065,52,0,2021-04-27 15:18:36 UTC,2021-04-27 16:03:33 UTC,USA,Iron Foundries,Metal and mineral industries,,CSDDD| Energy Star,,
